split,video_path,reference,prediction,is_correct,reference_length,prediction_length
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\it was nice chatting with you.mp4,it was nice chatting with you,i am happy,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (6).MP4,what you want,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (5).MP4,could you please talk slower,what are you sorry,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (2).MP4,wear the shirt,wear shirt,False,3,2
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 2.mp4,i need water,i am angry,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not abuse him\do not abuse him (2).mp4,do not abuse him,how do you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (4).MP4,could you please talk slower,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (3).MP4,i got hurt,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful (4).MP4,This place is beautiful,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (2).MP4,i was stopped by some one,he was stopped with you,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\why are you disappointed (2).mp4,why are you disappointed,why are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6109.MP4,i can not help you there,how can you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\he would be coming today.mp4,he would be coming today,he will be not be be be the room,False,5,9
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\i am sitting in the class.mp4,i am sitting in the class,i am sitting in you class,False,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\what happened.mp4,what happened,what are you hurt you,False,2,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\i somehow got to know about it..mp4,i somehow got to know about it,i got got with it,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way.MP4,he is on the way,what are you fear,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (2).MP4,how can i trust you,what are you crying,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\had your food\had your food.mp4,had your food,congratulations,False,3,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\why are you disappointed.mp4,why are you disappointed,why are you disappointed,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (4).MP4,how are things,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (2).MP4,you are bad,what are you crying,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\i got hurt.mp4,i got hurt,i got hurt,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (5).MP4,i am in dilemma what to do,i am feeling feeling it,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (3).MP4,my name is xxxxxxxx,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6721.MP4,i am really grateful,congratulations,False,4,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\i enjoyed a lot (2).mp4,i enjoyed a lot,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (2).mp4,could you please talk slower,how can me,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (4).MP4,i am so sorry to hear that,i am sorry of you,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree (2).MP4,i do not agree,what are you do,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (7).mp4,what do you do,what are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you free today\free (4).MP4,are you free today,what are you free today,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\comb your hair\comb (3).MP4,comb your hair,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6682.MP4,i like you i love you,what are you hurt you,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\when will the train leave (2).mp4,when will the train leave,how do you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\he would be coming today (2).mp4,he would be coming today,i am he today,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve 1.MP4,serve the food,what are you food,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (3).MP4,i enjoyed a lot,i am good,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care.MP4,take care of yourself,what do you need it,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (2).mp4,how old are you,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (2).MP4,let him take time,i am not hurt you,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\had your food\food (5).MP4,had your food,what are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\i was stopped by someone (2).mp4,i was stopped by some one,i am feeling feeling it,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (3).MP4,tell me truth,why are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad.MP4,you are bad,what are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\he is going into the room (2).mp4,He is going into the room,i am very very very room,False,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (3).MP4,what do you do,how do you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (3).MP4,i am not really sure,i am good,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (5).MP4,i am so sorry to hear that,what are you sorry,False,7,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\i am tired (2).mp4,i am tired,i am not hurt you,False,3,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (4).MP4,i do not mean it,i am not mean it,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (3).MP4,you can do it,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (5).MP4,i really appreciate it,i am really really sorry it,False,4,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6854.MP4,i can not help you there,how are you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\bring water for me\bring water for me (8).MP4,bring water for me,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (2).mp4,i really appreciate it,i am not not not need it,False,4,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (3).MP4,i was stopped by some one,how are you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he came by train\he came by train (2).mp4,he came by train,i am not not feeling the class,False,4,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever (2).MP4,i am suffering from fever,i am bad,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do me a favour\favour (4).MP4,do me a favour,i am happy,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (3).MP4,serve the food,serve the food,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\had your food\food (3).MP4,had your food,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed.MP4,i enjoyed a lot,i am feeling feeling with you,False,4,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6684.MP4,we are all with you,we are all with you,True,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired.MP4,i am tired,i am happy,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can you repeat that please\can you repeat that please (8).mp4,can you repeat that please,how do you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\you can do it (2).mp4,you can do it,how do you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\comb your hair\comb your hair.mp4,comb your hair,i am hair,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma.MP4,i am in dilemma what to do,i am dilemma dilemma dilemma this dilemma,False,7,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (2).MP4,what do you want to become,what are you do,False,6,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\we are all with you (2).mp4,we are all with you,we are all with you,True,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on light turn off light.mp4,turn on light turn off light,i am not not do something,False,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (6).MP4,what do you think,what are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (4).MP4,i am fine. thank you sir,i am fine. thank you friend,False,6,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\i am tired.mp4,i am tired,i am tired,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (5).MP4,turn on light turn off light,how are you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped.MP4,i was stopped by some one,i am bored,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (1).MP4,help me,i am help me,False,2,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (4).MP4,you can do it,i am like it,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (4).MP4,serve the food,serve food,False,3,2
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\i am sitting in the class (2).mp4,i am sitting in the class,i am not bored,False,6,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise.MP4,i promise,i am happy,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (5).MP4,why are you angry,why are you angry,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can you repeat that please\can you repeat that please (1).MP4,can you repeat that please,how can you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\go and sleep\go and sleep (2).mp4,go and sleep,i am tired,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\MVI_6500.MP4,he she is my friend,what are you love,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (2).MP4,prepare the bed,serve the food,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\hurt me (3).MP4,do not hurt me,what are you sorry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (1).mp4,i am hungry,how can you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (3).MP4,you are bad,i am bad,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean.MP4,i do not mean it,what are you mean,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (7).mp4,who are you,what are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\let him take time (2).mp4,let him take time,how do you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (4).MP4,i promise,i am hurt me,False,2,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\i love you.mp4,i like you i love you,i am very very friend,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (5).MP4,pour some more water into the glass,how are you,False,7,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (8).mp4,what is your phone number,how are you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored.MP4,i am feeling bored,what are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (4).MP4,now onwards he will never hurt you,i am hurt the time,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\speak softly (2).mp4,speak softly,i am softly,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\MVI_6503.MP4,He is going into the room,how are you,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\how dare you (2).mp4,how dare you,what are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you free today\are you free today.mp4,are you free today,what are you angry,False,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (2).MP4,how dare you,i am angry,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\do not make me angry.mp4,do not make me angry,i am not help me,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6396.MP4,that is so kind of you,i am sorry of you,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (3).MP4,turn on light turn off light,turn light light,False,6,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on.MP4,turn on light turn off light,turn light turn light,False,6,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\we are all with you.mp4,we are all with you,i am not not really really like it,False,5,8
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (2).MP4,tell me truth,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (7).mp4,where are you from,i am help you of you,False,4,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\me angry (2).MP4,do not make me angry,do not angry,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth.MP4,tell me truth,what are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\i somehow got to know about it.mp4,i somehow got to know about it,take take the turn one,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (6).MP4,congratulations,congratulations,True,1,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you hiding something\are you hiding something (2).mp4,are you hiding something,are you hiding hiding hiding hiding something,False,4,7
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (4).MP4,nice to meet you,i am like you meet you,False,4,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\tell me truth (2).mp4,tell me truth,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\i do not mean it.mp4,i do not mean it,i am not mean it,False,5,5
train,"data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine.MP4","you need a medicine, take this one",i am not need you one,False,7,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (5).MP4,serve the food,what are you angry,False,3,4
train,"data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (5).MP4","you need a medicine, take this one",i am feeling feeling it,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly 1.MP4,speak softly,i am bad,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (7).MP4,i am crying,congratulations,False,3,1
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\comb your hair\comb (4).MP4,comb your hair,turn light turn light,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (4).MP4,prepare the bed,prepare the room,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (3).MP4,i am feeling cold,i am hungry,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (4).MP4,tell me truth,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (2).MP4,what happened,what happened,True,2,2
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (4).MP4,shall we go outside,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\why are you angry.mp4,why are you angry,why are you angry,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (3).MP4,i am feeling bored,i am bored,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (3).MP4,when will the train leave,i am tired,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (4).MP4,speak softly,speak softly,True,2,2
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not worry\do not worry.mp4,do not worry,i am good,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (3).MP4,why are you disappointed,why are you disappointed,True,4,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (6).MP4,could you please talk slower,how can you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (3).MP4,pour some more water into the glass,i am water into water,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6542.MP4,it was nice chatting with you,i am nice with you,False,6,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\this place is beautiful (2).mp4,This place is beautiful,how is you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (2).MP4,i promise,i promise,True,2,2
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (6).MP4,how old are you,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can you repeat that please\can you repeat that please (4).MP4,can you repeat that please,what are you meet you,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (1).mp4,could you please talk slower,i am feeling feeling it,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\i do not like it (2).mp4,i do not like it,i am he today,False,5,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (2).MP4,i do not mean it,i am not not mean it,False,5,6
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\you are bad (2).mp4,you are bad,what are you angry,False,3,4
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (2).MP4,you can do it,how are you,False,4,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (5).MP4,who are you,how are you,False,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (4).MP4,pour some more water into the glass,i am water into water,False,7,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold.MP4,i am feeling cold,i am feeling feeling it,False,4,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (3).MP4,i am (age),i am really really sorry,False,3,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened.MP4,what happened,how are you,False,2,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (2).mp4,how can i help you,how do you,False,5,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\you are bad.mp4,you are bad,you are bad,True,3,3
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (5).MP4,i do not mean it,i am not mean it,False,5,5
train,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations.mp4,congratulations,how are you,False,1,3
